mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat,boot,Exclusions,hdi_contains_zero
0.117,0.062,0.003,0.249,0.001,0.001,2412.0,2188.0,2418.0,1467.0,1.0,230,Across Data,False
-0.023,0.066,-0.149,0.107,0.001,0.001,2699.0,1264.0,2682.0,1599.0,1.0,231,Across Data,True
0.071,0.075,-0.076,0.215,0.001,0.001,2617.0,1990.0,2611.0,1714.0,1.0,232,Across Data,True
-0.022,0.066,-0.16,0.095,0.001,0.001,2387.0,1450.0,2380.0,1644.0,1.0,233,Across Data,True
-0.01,0.065,-0.138,0.114,0.001,0.001,2549.0,1100.0,2554.0,1501.0,1.0,234,Across Data,True
0.099,0.078,-0.045,0.255,0.001,0.001,3024.0,2500.0,2984.0,1531.0,1.0,235,Across Data,True
0.032,0.073,-0.117,0.174,0.001,0.001,2568.0,1384.0,2566.0,1696.0,1.0,236,Across Data,True
-0.071,0.065,-0.2,0.05,0.001,0.001,2660.0,2033.0,2666.0,1770.0,1.0,237,Across Data,True
0.095,0.064,-0.031,0.218,0.001,0.001,2155.0,1857.0,2163.0,1449.0,1.0,238,Across Data,True
0.126,0.058,0.014,0.241,0.001,0.001,2422.0,2244.0,2424.0,1676.0,1.0,239,Across Data,False
0.043,0.077,-0.095,0.206,0.001,0.001,2707.0,1371.0,2739.0,1336.0,1.0,240,Across Data,True
0.072,0.071,-0.064,0.219,0.001,0.001,2380.0,1679.0,2344.0,1420.0,1.0,241,Across Data,True
0.024,0.07,-0.103,0.163,0.001,0.001,2251.0,1474.0,2257.0,1247.0,1.0,242,Across Data,True
-0.058,0.069,-0.191,0.079,0.001,0.001,2494.0,1631.0,2436.0,1383.0,1.0,243,Across Data,True
-0.055,0.073,-0.196,0.085,0.001,0.001,2738.0,1909.0,2729.0,1973.0,1.01,244,Across Data,True
-0.058,0.07,-0.194,0.078,0.001,0.001,3109.0,1824.0,2864.0,1769.0,1.0,245,Across Data,True
0.028,0.064,-0.082,0.16,0.001,0.001,2101.0,1493.0,2118.0,1617.0,1.0,246,Across Data,True
0.014,0.068,-0.104,0.158,0.001,0.001,2236.0,1063.0,2233.0,1569.0,1.0,247,Across Data,True
-0.028,0.074,-0.168,0.12,0.001,0.001,2641.0,1273.0,2665.0,1611.0,1.0,248,Across Data,True
0.005,0.069,-0.138,0.127,0.002,0.001,1813.0,1476.0,1820.0,1739.0,1.0,249,Across Data,True
-0.196,0.069,-0.326,-0.057,0.001,0.001,2256.0,2049.0,2258.0,1540.0,1.0,250,Across Data,False
-0.056,0.074,-0.203,0.081,0.001,0.001,2690.0,1346.0,2670.0,1545.0,1.0,251,Across Data,True
0.016,0.068,-0.121,0.14,0.001,0.002,2786.0,970.0,2840.0,1704.0,1.0,252,Across Data,True
-0.073,0.063,-0.19,0.053,0.001,0.001,2173.0,1922.0,2176.0,1547.0,1.0,253,Across Data,True
-0.05,0.069,-0.177,0.098,0.001,0.001,2608.0,1733.0,2603.0,1840.0,1.0,254,Across Data,True
-0.162,0.067,-0.284,-0.023,0.001,0.001,2522.0,2339.0,2523.0,1571.0,1.0,255,Across Data,False
0.012,0.077,-0.136,0.167,0.002,0.002,1997.0,1140.0,1941.0,1682.0,1.0,256,Across Data,True
0.065,0.067,-0.066,0.191,0.001,0.001,2424.0,1437.0,2441.0,1413.0,1.0,257,Across Data,True
0.003,0.071,-0.132,0.144,0.001,0.001,2373.0,1150.0,2375.0,1645.0,1.0,258,Across Data,True
-0.003,0.062,-0.124,0.118,0.001,0.001,2593.0,1185.0,2579.0,1542.0,1.0,259,Across Data,True
0.056,0.061,-0.059,0.175,0.001,0.001,1973.0,1554.0,1977.0,1618.0,1.0,260,Across Data,True
-0.009,0.074,-0.143,0.15,0.001,0.002,2460.0,957.0,2445.0,1331.0,1.0,261,Across Data,True
-0.062,0.066,-0.184,0.07,0.001,0.001,2314.0,1612.0,2338.0,1506.0,1.0,262,Across Data,True
-0.063,0.071,-0.202,0.077,0.001,0.001,2384.0,1824.0,2390.0,1427.0,1.0,263,Across Data,True
-0.036,0.078,-0.189,0.118,0.002,0.002,2426.0,1125.0,2461.0,1434.0,1.0,264,Across Data,True
-0.044,0.066,-0.17,0.083,0.001,0.001,2099.0,1196.0,2104.0,1282.0,1.0,265,Across Data,True
0.001,0.077,-0.157,0.143,0.001,0.002,3186.0,1276.0,3186.0,1805.0,1.0,266,Across Data,True
0.086,0.071,-0.055,0.224,0.001,0.001,2716.0,2236.0,2703.0,1651.0,1.0,267,Across Data,True
-0.029,0.065,-0.155,0.102,0.001,0.001,2774.0,1227.0,2772.0,1595.0,1.0,268,Across Data,True
-0.052,0.062,-0.166,0.074,0.001,0.001,2264.0,1735.0,2277.0,1788.0,1.0,269,Across Data,True
0.005,0.073,-0.128,0.155,0.001,0.002,2498.0,1130.0,2465.0,1466.0,1.0,270,Across Data,True
0.167,0.069,0.037,0.31,0.001,0.001,2457.0,2259.0,2461.0,1709.0,1.0,271,Across Data,False
-0.01,0.078,-0.154,0.147,0.002,0.001,2623.0,1384.0,2615.0,1619.0,1.0,272,Across Data,True
-0.028,0.074,-0.172,0.111,0.001,0.001,2781.0,1339.0,2771.0,1675.0,1.0,273,Across Data,True
-0.128,0.064,-0.257,-0.009,0.001,0.001,2334.0,2282.0,2356.0,1483.0,1.0,274,Across Data,False
0.158,0.066,0.031,0.286,0.001,0.001,2721.0,2328.0,2707.0,1541.0,1.0,275,Across Data,False
0.187,0.062,0.074,0.308,0.001,0.001,2846.0,2510.0,2853.0,1680.0,1.0,276,Across Data,False
0.031,0.067,-0.093,0.164,0.001,0.001,2546.0,1350.0,2546.0,1541.0,1.0,277,Across Data,True
-0.058,0.073,-0.213,0.069,0.001,0.001,2540.0,1740.0,2530.0,1538.0,1.0,278,Across Data,True
-0.026,0.063,-0.148,0.102,0.001,0.001,2235.0,1132.0,2262.0,1535.0,1.0,279,Across Data,True
-0.009,0.07,-0.153,0.122,0.001,0.001,2494.0,1109.0,2521.0,1447.0,1.0,280,Across Data,True
-0.102,0.062,-0.219,0.027,0.001,0.001,2721.0,2495.0,2697.0,1641.0,1.0,281,Across Data,True
-0.0,0.068,-0.138,0.122,0.001,0.001,2777.0,1198.0,2773.0,1568.0,1.0,282,Across Data,True
0.085,0.069,-0.057,0.215,0.001,0.001,2575.0,1940.0,2586.0,1822.0,1.0,283,Across Data,True
0.057,0.079,-0.092,0.208,0.002,0.001,2738.0,1824.0,2728.0,1421.0,1.0,284,Across Data,True
-0.015,0.07,-0.154,0.113,0.001,0.001,2863.0,1139.0,2871.0,1713.0,1.0,285,Across Data,True
0.06,0.067,-0.073,0.189,0.001,0.001,3271.0,1684.0,3264.0,1452.0,1.0,286,Across Data,True
0.052,0.074,-0.105,0.183,0.001,0.001,2416.0,1623.0,2410.0,1548.0,1.0,287,Across Data,True
-0.026,0.072,-0.172,0.105,0.001,0.001,2519.0,1450.0,2527.0,1785.0,1.0,288,Across Data,True
0.045,0.073,-0.092,0.188,0.001,0.001,2764.0,1439.0,2782.0,1684.0,1.0,289,Across Data,True
-0.06,0.07,-0.18,0.084,0.001,0.001,2662.0,1792.0,2700.0,1734.0,1.0,290,Across Data,True
0.047,0.064,-0.073,0.172,0.001,0.001,2503.0,1298.0,2502.0,1261.0,1.0,291,Across Data,True
0.004,0.081,-0.155,0.156,0.002,0.002,2611.0,929.0,2601.0,1722.0,1.0,292,Across Data,True
0.051,0.057,-0.06,0.163,0.001,0.001,2580.0,1153.0,2602.0,1181.0,1.0,293,Across Data,True
0.029,0.064,-0.103,0.149,0.001,0.001,2367.0,1517.0,2365.0,1534.0,1.0,294,Across Data,True
0.044,0.068,-0.092,0.169,0.001,0.001,2322.0,1625.0,2319.0,1357.0,1.0,295,Across Data,True
-0.038,0.073,-0.171,0.11,0.001,0.001,2978.0,1381.0,3000.0,1884.0,1.0,296,Across Data,True
-0.098,0.068,-0.225,0.043,0.001,0.001,2138.0,1796.0,2161.0,1505.0,1.0,297,Across Data,True
0.012,0.069,-0.117,0.154,0.001,0.001,2683.0,1091.0,2680.0,1823.0,1.0,298,Across Data,True
0.079,0.068,-0.045,0.218,0.001,0.001,2406.0,1957.0,2418.0,1700.0,1.0,299,Across Data,True
-0.008,0.067,-0.132,0.127,0.001,0.001,2607.0,1402.0,2619.0,1844.0,1.0,300,Across Data,True
0.151,0.064,0.033,0.282,0.001,0.001,2515.0,2514.0,2518.0,1630.0,1.0,301,Across Data,False
-0.051,0.067,-0.178,0.082,0.001,0.001,2699.0,1692.0,2696.0,1741.0,1.0,302,Across Data,True
0.082,0.07,-0.051,0.219,0.001,0.001,2383.0,1576.0,2389.0,1409.0,1.0,303,Across Data,True
-0.138,0.078,-0.286,0.008,0.002,0.001,2388.0,2187.0,2360.0,1743.0,1.0,304,Across Data,True
0.058,0.069,-0.079,0.187,0.001,0.001,2486.0,1875.0,2501.0,1773.0,1.0,305,Across Data,True
0.275,0.071,0.137,0.406,0.002,0.001,1979.0,1861.0,1981.0,1299.0,1.0,306,Across Data,False
-0.117,0.076,-0.27,0.032,0.002,0.001,2427.0,2072.0,2448.0,1558.0,1.01,307,Across Data,True
-0.056,0.07,-0.192,0.084,0.001,0.001,2530.0,1681.0,2544.0,1421.0,1.0,308,Across Data,True
-0.091,0.07,-0.222,0.046,0.001,0.001,2427.0,1883.0,2434.0,1711.0,1.0,309,Across Data,True
0.001,0.066,-0.126,0.129,0.001,0.001,2638.0,1205.0,2669.0,1674.0,1.0,310,Across Data,True
0.065,0.069,-0.067,0.201,0.001,0.001,2137.0,1549.0,2147.0,1647.0,1.0,311,Across Data,True
0.074,0.08,-0.085,0.233,0.002,0.001,2725.0,1864.0,2735.0,1612.0,1.0,312,Across Data,True
0.22,0.061,0.107,0.341,0.001,0.001,2100.0,2070.0,2108.0,1558.0,1.0,313,Across Data,False
-0.078,0.075,-0.219,0.065,0.001,0.001,2924.0,2312.0,2930.0,1751.0,1.0,314,Across Data,True
0.039,0.069,-0.087,0.185,0.001,0.001,2436.0,1298.0,2433.0,1661.0,1.0,315,Across Data,True
0.044,0.063,-0.073,0.169,0.001,0.001,2675.0,1537.0,2666.0,1650.0,1.0,316,Across Data,True
-0.07,0.073,-0.226,0.057,0.001,0.001,2865.0,1854.0,2870.0,1711.0,1.0,317,Across Data,True
0.155,0.068,0.028,0.289,0.001,0.001,2603.0,2279.0,2604.0,1394.0,1.0,318,Across Data,False
-0.015,0.072,-0.162,0.119,0.002,0.001,1888.0,1162.0,1889.0,1442.0,1.0,319,Across Data,True
-0.072,0.063,-0.195,0.05,0.001,0.001,1817.0,1333.0,1843.0,1307.0,1.0,320,Across Data,True
-0.06,0.064,-0.18,0.068,0.001,0.001,2071.0,1455.0,2062.0,1440.0,1.0,321,Across Data,True
-0.001,0.069,-0.129,0.133,0.001,0.001,2492.0,1254.0,2447.0,1636.0,1.01,322,Across Data,True
0.072,0.071,-0.073,0.204,0.001,0.001,2275.0,1560.0,2281.0,1608.0,1.0,323,Across Data,True
-0.103,0.07,-0.233,0.039,0.001,0.001,2429.0,2125.0,2423.0,1514.0,1.0,324,Across Data,True
0.251,0.059,0.14,0.373,0.001,0.001,2530.0,2475.0,2536.0,1618.0,1.0,325,Across Data,False
0.009,0.074,-0.139,0.144,0.002,0.002,2345.0,1185.0,2349.0,1296.0,1.0,326,Across Data,True
-0.039,0.072,-0.182,0.093,0.001,0.001,3036.0,1639.0,3045.0,1648.0,1.0,327,Across Data,True
-0.024,0.067,-0.156,0.103,0.001,0.001,2451.0,1184.0,2447.0,1677.0,1.0,328,Across Data,True
0.089,0.072,-0.055,0.227,0.001,0.001,2497.0,1893.0,2508.0,1510.0,1.0,329,Across Data,True
-0.082,0.067,-0.215,0.041,0.001,0.001,2486.0,2017.0,2476.0,1615.0,1.0,330,Across Data,True
-0.032,0.077,-0.177,0.129,0.001,0.002,2867.0,1034.0,2874.0,1358.0,1.01,331,Across Data,True
0.072,0.066,-0.056,0.2,0.001,0.001,2635.0,1945.0,2632.0,1817.0,1.0,332,Across Data,True
-0.027,0.071,-0.158,0.11,0.001,0.001,2489.0,1235.0,2481.0,1635.0,1.0,333,Across Data,True
0.05,0.068,-0.089,0.179,0.001,0.001,2687.0,1421.0,2693.0,1679.0,1.0,334,Across Data,True
-0.143,0.056,-0.247,-0.026,0.001,0.001,2314.0,2294.0,2323.0,1857.0,1.0,335,Across Data,False
0.073,0.068,-0.053,0.209,0.001,0.001,2416.0,1652.0,2444.0,1585.0,1.0,336,Across Data,True
0.047,0.07,-0.085,0.186,0.001,0.001,2522.0,1422.0,2528.0,1522.0,1.0,337,Across Data,True
0.135,0.066,0.009,0.263,0.001,0.001,2459.0,2312.0,2461.0,1529.0,1.0,338,Across Data,False
0.027,0.077,-0.118,0.189,0.002,0.001,2199.0,1361.0,2196.0,1628.0,1.0,339,Across Data,True
0.117,0.076,-0.036,0.258,0.002,0.001,2485.0,2269.0,2478.0,1709.0,1.0,340,Across Data,True
0.091,0.067,-0.041,0.217,0.001,0.001,2328.0,1914.0,2331.0,1565.0,1.0,341,Across Data,True
0.029,0.064,-0.103,0.155,0.001,0.001,2107.0,1279.0,2123.0,1559.0,1.0,342,Across Data,True
-0.028,0.073,-0.171,0.109,0.002,0.001,2322.0,1254.0,2323.0,1485.0,1.0,343,Across Data,True
0.032,0.07,-0.101,0.17,0.001,0.001,2727.0,1390.0,2729.0,1628.0,1.0,344,Across Data,True
0.039,0.074,-0.091,0.185,0.002,0.001,2131.0,1371.0,2134.0,1595.0,1.0,345,Across Data,True
0.016,0.076,-0.146,0.16,0.002,0.002,2136.0,1028.0,2136.0,1075.0,1.0,346,Across Data,True
-0.089,0.064,-0.206,0.044,0.001,0.001,2265.0,1414.0,2287.0,1609.0,1.0,347,Across Data,True
0.125,0.067,0.003,0.259,0.001,0.001,2666.0,2474.0,2669.0,1708.0,1.0,348,Across Data,False
0.051,0.071,-0.092,0.185,0.001,0.001,2720.0,1417.0,2750.0,1666.0,1.0,349,Across Data,True
0.131,0.065,0.002,0.252,0.001,0.001,2004.0,1860.0,1999.0,1393.0,1.0,350,Across Data,False
-0.027,0.066,-0.151,0.108,0.001,0.001,2350.0,1118.0,2350.0,1516.0,1.01,351,Across Data,True
-0.091,0.066,-0.214,0.042,0.001,0.001,2404.0,1984.0,2421.0,1590.0,1.0,352,Across Data,True
-0.056,0.076,-0.198,0.095,0.002,0.001,2403.0,1647.0,2407.0,1653.0,1.0,353,Across Data,True
0.055,0.066,-0.074,0.184,0.001,0.001,2560.0,1556.0,2563.0,1650.0,1.0,354,Across Data,True
-0.09,0.064,-0.212,0.036,0.001,0.001,2531.0,2065.0,2507.0,1633.0,1.0,355,Across Data,True
0.173,0.069,0.044,0.305,0.001,0.001,2133.0,1992.0,2142.0,1650.0,1.0,356,Across Data,False
0.028,0.061,-0.091,0.149,0.001,0.001,2284.0,1444.0,2299.0,1551.0,1.0,357,Across Data,True
-0.014,0.075,-0.153,0.142,0.002,0.001,1834.0,1295.0,1823.0,1484.0,1.0,358,Across Data,True
0.022,0.065,-0.112,0.144,0.001,0.001,2287.0,1046.0,2299.0,1488.0,1.0,359,Across Data,True
0.063,0.07,-0.061,0.212,0.001,0.001,2641.0,1793.0,2649.0,1737.0,1.0,360,Across Data,True
-0.095,0.066,-0.218,0.041,0.001,0.001,2115.0,1786.0,2113.0,1621.0,1.0,361,Across Data,True
0.064,0.071,-0.077,0.192,0.001,0.001,2569.0,1809.0,2624.0,1670.0,1.0,362,Across Data,True
0.006,0.069,-0.139,0.132,0.001,0.001,2123.0,1274.0,2120.0,1652.0,1.0,363,Across Data,True
-0.132,0.066,-0.249,0.006,0.001,0.001,2143.0,1937.0,2138.0,1787.0,1.0,364,Across Data,True
0.034,0.077,-0.115,0.184,0.002,0.002,2611.0,1253.0,2650.0,1485.0,1.0,365,Across Data,True
0.009,0.067,-0.134,0.131,0.001,0.001,2152.0,1182.0,2152.0,1594.0,1.01,366,Across Data,True
-0.028,0.065,-0.158,0.091,0.001,0.001,2445.0,1362.0,2446.0,1698.0,1.0,367,Across Data,True
0.081,0.071,-0.054,0.225,0.002,0.001,2040.0,1689.0,2045.0,1721.0,1.01,368,Across Data,True
-0.002,0.063,-0.132,0.112,0.001,0.001,1976.0,1505.0,1946.0,1257.0,1.0,369,Across Data,True
-0.062,0.067,-0.192,0.066,0.001,0.001,2444.0,1990.0,2443.0,1693.0,1.0,370,Across Data,True
-0.068,0.068,-0.205,0.066,0.001,0.001,2445.0,2095.0,2453.0,1571.0,1.0,371,Across Data,True
-0.025,0.073,-0.162,0.126,0.002,0.001,2193.0,1406.0,2196.0,1620.0,1.0,372,Across Data,True
-0.067,0.068,-0.196,0.065,0.002,0.001,1914.0,1506.0,1912.0,1463.0,1.0,373,Across Data,True
0.086,0.065,-0.032,0.22,0.001,0.001,2249.0,1873.0,2207.0,1547.0,1.0,374,Across Data,True
0.14,0.067,0.001,0.263,0.001,0.001,2102.0,1963.0,2178.0,1531.0,1.0,375,Across Data,False
-0.036,0.07,-0.17,0.098,0.001,0.001,2610.0,1305.0,2609.0,1608.0,1.0,376,Across Data,True
0.115,0.076,-0.029,0.266,0.002,0.001,2534.0,2070.0,2533.0,1713.0,1.0,377,Across Data,True
-0.062,0.069,-0.206,0.062,0.001,0.001,2339.0,1830.0,2350.0,1787.0,1.0,378,Across Data,True
-0.096,0.073,-0.244,0.045,0.001,0.001,2883.0,2170.0,2891.0,1620.0,1.0,379,Across Data,True
0.121,0.074,-0.037,0.25,0.001,0.001,2809.0,2400.0,2804.0,1683.0,1.0,380,Across Data,True
0.091,0.07,-0.04,0.229,0.001,0.001,2707.0,2334.0,2723.0,1785.0,1.0,381,Across Data,True
-0.003,0.072,-0.139,0.141,0.001,0.001,2875.0,1164.0,2881.0,1663.0,1.0,382,Across Data,True
0.207,0.065,0.084,0.331,0.001,0.001,2733.0,2524.0,2735.0,1728.0,1.0,383,Across Data,False
0.011,0.06,-0.099,0.133,0.001,0.001,2349.0,1269.0,2341.0,1630.0,1.0,384,Across Data,True
0.074,0.067,-0.043,0.221,0.002,0.001,1932.0,1690.0,1960.0,1564.0,1.0,385,Across Data,True
-0.024,0.075,-0.173,0.118,0.001,0.002,2662.0,1223.0,2667.0,1647.0,1.0,386,Across Data,True
-0.047,0.076,-0.197,0.101,0.002,0.001,2294.0,1440.0,2287.0,1674.0,1.0,387,Across Data,True
0.092,0.072,-0.05,0.222,0.001,0.001,2657.0,2193.0,2653.0,1788.0,1.0,388,Across Data,True
0.06,0.07,-0.081,0.191,0.001,0.001,2789.0,1670.0,2785.0,1545.0,1.0,389,Across Data,True
-0.012,0.072,-0.159,0.122,0.002,0.001,2289.0,1216.0,2280.0,1428.0,1.0,390,Across Data,True
-0.058,0.067,-0.193,0.065,0.001,0.001,2587.0,1457.0,2609.0,1700.0,1.0,391,Across Data,True
-0.007,0.068,-0.136,0.129,0.001,0.002,2811.0,976.0,2841.0,1645.0,1.0,392,Across Data,True
-0.021,0.064,-0.147,0.101,0.001,0.001,2074.0,1274.0,2080.0,1581.0,1.0,393,Across Data,True
0.142,0.069,0.009,0.27,0.001,0.001,2539.0,2297.0,2525.0,1606.0,1.0,394,Across Data,False
0.088,0.071,-0.057,0.217,0.001,0.001,3097.0,2592.0,3092.0,1320.0,1.0,395,Across Data,True
-0.074,0.07,-0.21,0.065,0.001,0.001,2612.0,1824.0,2593.0,1598.0,1.01,396,Across Data,True
-0.07,0.076,-0.221,0.074,0.002,0.001,2394.0,1896.0,2395.0,1629.0,1.0,397,Across Data,True
-0.02,0.063,-0.139,0.102,0.001,0.001,2221.0,1404.0,2217.0,1395.0,1.0,398,Across Data,True
0.1,0.077,-0.059,0.243,0.002,0.001,2312.0,1835.0,2331.0,1612.0,1.0,399,Across Data,True
0.093,0.067,-0.027,0.232,0.001,0.001,2980.0,2314.0,2970.0,1710.0,1.0,400,Across Data,True
0.155,0.069,0.015,0.288,0.001,0.001,2362.0,2208.0,2375.0,1544.0,1.0,401,Across Data,False
0.088,0.074,-0.058,0.23,0.001,0.001,2519.0,1920.0,2517.0,1533.0,1.0,402,Across Data,True
0.061,0.063,-0.059,0.181,0.001,0.001,2652.0,1864.0,2668.0,1581.0,1.0,403,Across Data,True
0.066,0.071,-0.075,0.195,0.001,0.001,2524.0,1632.0,2521.0,1653.0,1.0,404,Across Data,True
0.014,0.069,-0.123,0.144,0.001,0.001,2524.0,1275.0,2529.0,1657.0,1.0,405,Across Data,True
-0.063,0.073,-0.197,0.083,0.001,0.001,2496.0,1753.0,2480.0,1381.0,1.0,406,Across Data,True
0.19,0.064,0.058,0.308,0.001,0.001,2505.0,2360.0,2510.0,1627.0,1.0,407,Across Data,False
0.084,0.068,-0.044,0.21,0.001,0.001,2699.0,2480.0,2663.0,1430.0,1.0,408,Across Data,True
-0.085,0.071,-0.222,0.065,0.002,0.001,2061.0,1583.0,2091.0,1457.0,1.0,409,Across Data,True
-0.089,0.069,-0.224,0.049,0.001,0.001,2960.0,2031.0,2984.0,1701.0,1.0,410,Across Data,True
0.154,0.067,0.016,0.281,0.001,0.001,2549.0,2293.0,2567.0,1447.0,1.0,411,Across Data,False
-0.079,0.076,-0.238,0.062,0.002,0.001,2099.0,1699.0,2099.0,1572.0,1.0,412,Across Data,True
0.242,0.067,0.105,0.371,0.001,0.001,2684.0,2504.0,2687.0,1594.0,1.0,413,Across Data,False
-0.046,0.059,-0.162,0.067,0.001,0.001,2314.0,1651.0,2314.0,1683.0,1.0,414,Across Data,True
-0.049,0.067,-0.184,0.076,0.001,0.001,2912.0,1766.0,2912.0,1742.0,1.0,415,Across Data,True
0.079,0.062,-0.037,0.204,0.001,0.001,2840.0,2270.0,2844.0,1714.0,1.0,416,Across Data,True
-0.044,0.069,-0.174,0.096,0.001,0.001,2659.0,1639.0,2634.0,1282.0,1.0,417,Across Data,True
0.031,0.074,-0.1,0.184,0.002,0.001,1908.0,1277.0,1913.0,1557.0,1.0,418,Across Data,True
0.034,0.064,-0.095,0.156,0.001,0.001,2316.0,1222.0,2289.0,1374.0,1.0,419,Across Data,True
0.006,0.072,-0.126,0.152,0.002,0.001,2197.0,1295.0,2204.0,1612.0,1.0,420,Across Data,True
0.097,0.072,-0.037,0.243,0.001,0.001,2602.0,2050.0,2611.0,1412.0,1.0,421,Across Data,True
-0.07,0.072,-0.203,0.067,0.002,0.001,2258.0,1644.0,2281.0,1593.0,1.0,422,Across Data,True
-0.083,0.082,-0.236,0.084,0.002,0.001,2442.0,1770.0,2435.0,1473.0,1.0,423,Across Data,True
0.11,0.068,-0.025,0.239,0.001,0.001,2446.0,2068.0,2447.0,1741.0,1.0,424,Across Data,True
-0.01,0.066,-0.139,0.114,0.001,0.001,2259.0,1293.0,2250.0,1464.0,1.0,425,Across Data,True
-0.022,0.066,-0.147,0.109,0.001,0.001,2074.0,1375.0,2075.0,1723.0,1.0,426,Across Data,True
0.05,0.072,-0.087,0.189,0.001,0.001,2599.0,1428.0,2587.0,1458.0,1.0,427,Across Data,True
-0.008,0.07,-0.14,0.136,0.001,0.001,3018.0,1167.0,3035.0,1792.0,1.01,428,Across Data,True
0.005,0.068,-0.121,0.135,0.001,0.002,2153.0,1014.0,2142.0,1485.0,1.0,429,Across Data,True
-0.053,0.062,-0.185,0.057,0.001,0.001,2126.0,1518.0,2154.0,1506.0,1.0,430,Across Data,True
0.009,0.063,-0.115,0.13,0.001,0.001,2350.0,1210.0,2346.0,1775.0,1.0,431,Across Data,True
-0.091,0.073,-0.234,0.043,0.001,0.001,2435.0,2043.0,2432.0,1688.0,1.0,432,Across Data,True
0.175,0.063,0.054,0.305,0.001,0.001,2917.0,2743.0,2920.0,1752.0,1.0,433,Across Data,False
0.089,0.066,-0.037,0.217,0.001,0.001,2525.0,2381.0,2538.0,1771.0,1.0,434,Across Data,True
0.013,0.072,-0.133,0.149,0.001,0.001,2961.0,1181.0,2973.0,1770.0,1.0,435,Across Data,True
0.003,0.066,-0.131,0.125,0.001,0.001,2538.0,1250.0,2539.0,1660.0,1.0,436,Across Data,True
-0.015,0.064,-0.133,0.115,0.001,0.001,2378.0,1229.0,2374.0,1491.0,1.0,437,Across Data,True
-0.018,0.066,-0.146,0.108,0.001,0.001,2446.0,1218.0,2448.0,1508.0,1.0,438,Across Data,True
-0.023,0.079,-0.199,0.123,0.002,0.002,2261.0,1291.0,2261.0,1649.0,1.0,439,Across Data,True
-0.034,0.072,-0.182,0.103,0.001,0.001,2511.0,1195.0,2520.0,1438.0,1.0,440,Across Data,True
-0.086,0.065,-0.214,0.041,0.001,0.001,2674.0,2041.0,2694.0,1783.0,1.0,441,Across Data,True
0.165,0.068,0.041,0.303,0.001,0.001,2374.0,2082.0,2373.0,1612.0,1.01,442,Across Data,False
0.03,0.066,-0.098,0.162,0.001,0.001,2635.0,1436.0,2647.0,1753.0,1.0,443,Across Data,True
0.172,0.068,0.044,0.312,0.001,0.001,2899.0,2612.0,2902.0,1549.0,1.01,444,Across Data,False
0.024,0.068,-0.102,0.162,0.001,0.001,2291.0,1367.0,2273.0,1811.0,1.0,445,Across Data,True
-0.009,0.069,-0.141,0.124,0.001,0.001,2714.0,1178.0,2733.0,1701.0,1.0,446,Across Data,True
0.026,0.065,-0.095,0.158,0.001,0.001,2520.0,1376.0,2511.0,1653.0,1.0,447,Across Data,True
0.022,0.075,-0.125,0.167,0.002,0.001,2326.0,1299.0,2312.0,1625.0,1.0,448,Across Data,True
-0.025,0.07,-0.171,0.106,0.001,0.001,2805.0,1150.0,2805.0,1539.0,1.0,449,Across Data,True
0.058,0.069,-0.076,0.187,0.002,0.001,2024.0,1507.0,2017.0,1521.0,1.0,450,Across Data,True
-0.064,0.066,-0.187,0.062,0.001,0.001,2756.0,2163.0,2779.0,1728.0,1.0,451,Across Data,True
-0.118,0.07,-0.258,0.016,0.001,0.001,2422.0,1932.0,2412.0,1596.0,1.0,452,Across Data,True
-0.091,0.072,-0.231,0.049,0.001,0.001,2434.0,2012.0,2438.0,1706.0,1.0,453,Across Data,True
0.143,0.069,0.004,0.269,0.001,0.001,2264.0,2031.0,2267.0,1882.0,1.0,454,Across Data,False
0.098,0.071,-0.041,0.24,0.001,0.001,2223.0,1857.0,2234.0,1295.0,1.0,455,Across Data,True
0.054,0.064,-0.075,0.174,0.001,0.001,2683.0,1733.0,2689.0,1754.0,1.0,456,Across Data,True
0.0,0.067,-0.129,0.129,0.001,0.001,2862.0,1128.0,2821.0,1433.0,1.0,457,Across Data,True
0.028,0.065,-0.092,0.163,0.001,0.001,2243.0,1482.0,2241.0,1648.0,1.0,458,Across Data,True
-0.003,0.066,-0.133,0.127,0.001,0.001,2343.0,1235.0,2350.0,1530.0,1.0,459,Across Data,True
-0.064,0.071,-0.196,0.075,0.001,0.001,2276.0,1833.0,2265.0,1410.0,1.0,460,Across Data,True
-0.095,0.061,-0.224,0.017,0.001,0.001,2281.0,2030.0,2267.0,1661.0,1.0,461,Across Data,True
0.061,0.069,-0.076,0.195,0.001,0.001,2861.0,1759.0,2822.0,1768.0,1.0,462,Across Data,True
-0.018,0.069,-0.156,0.107,0.001,0.002,2387.0,1001.0,2374.0,1667.0,1.0,463,Across Data,True
-0.071,0.061,-0.184,0.051,0.001,0.001,2709.0,1915.0,2718.0,1666.0,1.0,464,Across Data,True
-0.14,0.064,-0.265,-0.021,0.001,0.001,2072.0,1944.0,2062.0,1474.0,1.0,465,Across Data,False
-0.006,0.067,-0.131,0.129,0.001,0.002,2447.0,984.0,2443.0,1475.0,1.0,466,Across Data,True
0.071,0.064,-0.044,0.197,0.001,0.001,2455.0,1845.0,2460.0,1775.0,1.0,467,Across Data,True
