mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat,boot,Exclusions,hdi_contains_zero
-0.002,0.064,-0.125,0.12,0.001,0.001,2210.0,1160.0,2207.0,1624.0,1.0,468,Across Data,True
-0.061,0.075,-0.199,0.098,0.001,0.001,2640.0,1656.0,2644.0,1624.0,1.01,469,Across Data,True
0.004,0.072,-0.145,0.136,0.001,0.001,2781.0,1256.0,2765.0,1529.0,1.0,470,Across Data,True
-0.087,0.079,-0.245,0.069,0.002,0.001,2430.0,1728.0,2425.0,1593.0,1.0,471,Across Data,True
-0.059,0.071,-0.198,0.085,0.002,0.001,2020.0,1629.0,2018.0,1785.0,1.0,472,Across Data,True
0.162,0.06,0.05,0.292,0.001,0.001,2671.0,2484.0,2633.0,1499.0,1.0,473,Across Data,False
-0.055,0.075,-0.193,0.094,0.002,0.001,2278.0,1635.0,2281.0,1736.0,1.0,474,Across Data,True
-0.145,0.064,-0.266,-0.016,0.001,0.001,2628.0,2178.0,2632.0,1359.0,1.0,475,Across Data,False
-0.085,0.064,-0.199,0.042,0.001,0.001,2947.0,2099.0,2954.0,1580.0,1.01,476,Across Data,True
-0.054,0.081,-0.212,0.099,0.002,0.001,2518.0,1750.0,2511.0,1462.0,1.0,477,Across Data,True
-0.027,0.071,-0.17,0.106,0.001,0.001,2837.0,1444.0,2833.0,1496.0,1.0,478,Across Data,True
0.022,0.077,-0.138,0.164,0.002,0.001,2537.0,1367.0,2531.0,1735.0,1.0,479,Across Data,True
-0.166,0.072,-0.31,-0.027,0.001,0.001,2434.0,2343.0,2433.0,1652.0,1.0,480,Across Data,False
0.009,0.069,-0.12,0.145,0.001,0.001,2526.0,1265.0,2527.0,1785.0,1.0,481,Across Data,True
-0.049,0.068,-0.192,0.076,0.001,0.001,2794.0,1779.0,2783.0,1681.0,1.0,482,Across Data,True
-0.034,0.068,-0.161,0.109,0.001,0.001,3010.0,1376.0,3013.0,1697.0,1.0,483,Across Data,True
-0.104,0.061,-0.225,0.012,0.001,0.001,2688.0,2153.0,2711.0,1674.0,1.0,484,Across Data,True
-0.01,0.067,-0.137,0.13,0.001,0.001,2611.0,1056.0,2584.0,1559.0,1.0,485,Across Data,True
-0.1,0.064,-0.224,0.027,0.001,0.001,2424.0,1938.0,2433.0,1614.0,1.0,486,Across Data,True
0.039,0.068,-0.088,0.177,0.001,0.001,2040.0,1286.0,2037.0,1675.0,1.0,487,Across Data,True
0.002,0.077,-0.148,0.152,0.002,0.002,2466.0,828.0,2460.0,1333.0,1.0,488,Across Data,True
0.15,0.075,0.016,0.31,0.001,0.001,2771.0,2413.0,2765.0,1709.0,1.0,489,Across Data,False
0.206,0.073,0.064,0.348,0.001,0.001,2720.0,2410.0,2714.0,1642.0,1.0,490,Across Data,False
0.208,0.072,0.07,0.352,0.001,0.001,2746.0,2746.0,2727.0,1649.0,1.0,491,Across Data,False
-0.056,0.063,-0.179,0.062,0.001,0.001,2682.0,1822.0,2675.0,1674.0,1.0,492,Across Data,True
0.132,0.058,0.021,0.246,0.001,0.001,2411.0,2411.0,2431.0,1713.0,1.0,493,Across Data,False
-0.092,0.078,-0.25,0.054,0.002,0.001,2182.0,1920.0,2188.0,1682.0,1.0,494,Across Data,True
0.103,0.068,-0.027,0.234,0.001,0.001,2741.0,2081.0,2744.0,1557.0,1.0,495,Across Data,True
-0.064,0.073,-0.212,0.079,0.001,0.001,2389.0,1745.0,2408.0,1447.0,1.0,496,Across Data,True
0.084,0.059,-0.029,0.194,0.001,0.001,3013.0,2127.0,2988.0,1719.0,1.0,497,Across Data,True
0.071,0.071,-0.067,0.21,0.002,0.001,2207.0,2003.0,2225.0,1821.0,1.0,498,Across Data,True
0.092,0.068,-0.052,0.209,0.001,0.001,2282.0,2031.0,2294.0,1566.0,1.0,499,Across Data,True
